221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,153,152,153,152,153,152,153,152,153,152,153,152,152,152,153,152,153,152,153,152,153,152,153,152
253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,185,184,185,184,185,184,185,184,185,184,185,184,185,184,185,184,185,184,185,184,185,184,185,184
221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,153,152,153,152,153,152,153,152,153,152,153,152,152,152,153,152,153,152,153,152,153,152,153,152
253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,185,184,185,184,185,184,185,184,185,184,185,184,185,184,185,184,185,184,185,184,185,184,185,184
221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,153,152,153,152,153,152,153,152,153,152,153,152,152,152,153,152,153,152,153,152,153,152,153,152
253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,185,184,185,184,185,184,185,184,185,184,185,184,185,184,185,184,185,184,185,184,185,184,185,184
221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,153,152,153,152,153,152,153,152,153,152,153,152,152,152,153,152,153,152,153,152,153,152,153,152
253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,185,184,185,184,185,184,185,184,185,184,185,184,185,184,185,184,185,184,185,184,185,184,185,184
221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,87,88,88,88,153,152,153,152,153,152,153,152,152,152,153,152,153,152,153,152,153,152,153,152
253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,87,88,120,120,88,88,88,184,185,184,185,184,185,184,185,184,185,184,185,184,185,184,185,184
221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,119,120,119,120,120,120,120,88,153,152,153,152,152,152,153,152,153,152,153,152,153,152,153,152
253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,185,184,185,184,185,119,120,120,88,184,185,184,185,184,185,184,185,184,185,184,185,184,185,184
221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,153,152,153,152,153,152,119,120,120,152,153,152,152,152,153,152,153,152,153,152,153,152,153,152
253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,185,184,185,184,185,184,185,119,120,88,185,184,185,184,185,184,185,184,185,184,185,184,185,184
221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,153,152,153,152,153,152,153,119,120,120,153,152,152,152,153,152,153,152,153,152,153,152,153,152
253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,185,184,185,184,185,184,185,184,119,120,185,184,185,184,185,184,185,184,185,184,185,184,185,184
221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,153,152,153,152,153,152,153,152,119,120,153,152,152,152,153,152,153,152,153,152,153,152,153,152
253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,185,184,185,184,185,184,185,184,119,120,185,184,185,184,185,184,185,184,185,184,185,184,185,184
221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,153,152,153,152,153,152,153,152,119,120,153,152,152,152,153,152,153,152,153,152,153,152,153,152
253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,121,121,184,185,184,185,184,119,120,185,184,185,184,185,184,185,184,185,184,185,184,185,184
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,153,152,153,152,153,152,153,152,119,120,153,152,152,152,153,152,153,152,153,152,153,152,153,152
